0.02		0		0.469528
0.02		0.1		0.334528
0.02		0.2		0.377302
0.02		0.3		0.259591
0.02		0.4		0.35145
0.02		0.5		0.350432
0.02		0.6		0.272442
0.02		0.7		0.383616
0.02		0.8		0.348269
0.04		0		0.389817
0.04		0.1		0.223013
0.04		0.2		0.291861
0.04		0.3		0.170871
0.04		0.4		0.242323
0.04		0.5		0.252552
0.04		0.6		0.167467
0.04		0.7		0.282846
0.04		0.8		0.226525
0.06		0		0.312795
0.06		0.1		0.171643
0.06		0.2		0.240942
0.06		0.3		0.131382
0.06		0.4		0.19228
0.06		0.5		0.193277
0.06		0.6		0.130829
0.06		0.7		0.232015
0.06		0.8		0.173366
0.08		0		0.275938
0.08		0.1		0.145133
0.08		0.2		0.200759
0.08		0.3		0.114354
0.08		0.4		0.165158
0.08		0.5		0.162063
0.08		0.6		0.109772
0.08		0.7		0.202196
0.08		0.8		0.147621
0.1		0		0.265967
0.1		0.1		0.128674
0.1		0.2		0.178091
0.1		0.3		0.100311
0.1		0.4		0.140486
0.1		0.5		0.144194
0.1		0.6		0.100196
0.1		0.7		0.173715
0.1		0.8		0.129308
0.12		0		0.24064
0.12		0.1		0.115445
0.12		0.2		0.161478
0.12		0.3		0.0907376
0.12		0.4		0.126684
0.12		0.5		0.129092
0.12		0.6		0.0908745
0.12		0.7		0.158284
0.12		0.8		0.119488
0.14		0		0.226354
0.14		0.1		0.112185
0.14		0.2		0.146951
0.14		0.3		0.0864839
0.14		0.4		0.113744
0.14		0.5		0.117117
0.14		0.6		0.086512
0.14		0.7		0.142185
0.14		0.8		0.114607
0.16		0		0.216957
0.16		0.1		0.105795
0.16		0.2		0.129999
0.16		0.3		0.0840492
0.16		0.4		0.10178
0.16		0.5		0.10632
0.16		0.6		0.081829
0.16		0.7		0.128366
0.16		0.8		0.106903
0.18		0		0.212428
0.18		0.1		0.101096
0.18		0.2		0.11445
0.18		0.3		0.0784146
0.18		0.4		0.0914271
0.18		0.5		0.0939849
0.18		0.6		0.0786799
0.18		0.7		0.116657
0.18		0.8		0.103195
0.2		0		0.210441
0.2		0.1		0.0963927
0.2		0.2		0.10447
0.2		0.3		0.0768627
0.2		0.4		0.0888568
0.2		0.5		0.0884154
0.2		0.6		0.0752893
0.2		0.7		0.103198
0.2		0.8		0.0987871
0.22		0		0.192977
0.22		0.1		0.097102
0.22		0.2		0.0943538
0.22		0.3		0.0728227
0.22		0.4		0.0805087
0.22		0.5		0.08276
0.22		0.6		0.0727408
0.22		0.7		0.0941747
0.22		0.8		0.0959651
0.24		0		0.188492
0.24		0.1		0.0901618
0.24		0.2		0.0856148
0.24		0.3		0.0713668
0.24		0.4		0.0769194
0.24		0.5		0.0787454
0.24		0.6		0.0711485
0.24		0.7		0.0867641
0.24		0.8		0.0915703
0.26		0		0.172195
0.26		0.1		0.087898
0.26		0.2		0.0800463
0.26		0.3		0.0699622
0.26		0.4		0.0705823
0.26		0.5		0.0698312
0.26		0.6		0.0692757
0.26		0.7		0.0785814
0.26		0.8		0.090489
0.28		0		0.168058
0.28		0.1		0.0873065
0.28		0.2		0.0744612
0.28		0.3		0.0690631
0.28		0.4		0.0667098
0.28		0.5		0.0658367
0.28		0.6		0.0693042
0.28		0.7		0.0718257
0.28		0.8		0.0861884
0.3		0		0.164841
0.3		0.1		0.0823011
0.3		0.2		0.0658002
0.3		0.3		0.0649288
0.3		0.4		0.0616192
0.3		0.5		0.0619366
0.3		0.6		0.067631
0.3		0.7		0.0691411
0.3		0.8		0.0825737
0.32		0		0.153847
0.32		0.1		0.0808105
0.32		0.2		0.0632492
0.32		0.3		0.0642435
0.32		0.4		0.0599054
0.32		0.5		0.0579028
0.32		0.6		0.0649962
0.32		0.7		0.0617377
0.32		0.8		0.0784532
0.34		0		0.148269
0.34		0.1		0.0789186
0.34		0.2		0.0585227
0.34		0.3		0.0628276
0.34		0.4		0.0552379
0.34		0.5		0.0546305
0.34		0.6		0.0617109
0.34		0.7		0.0580495
0.34		0.8		0.0780657
0.36		0		0.138079
0.36		0.1		0.0746475
0.36		0.2		0.0555383
0.36		0.3		0.0598531
0.36		0.4		0.0530639
0.36		0.5		0.0524255
0.36		0.6		0.0613441
0.36		0.7		0.0546459
0.36		0.8		0.0754294
0.38		0		0.131005
0.38		0.1		0.0727734
0.38		0.2		0.0524738
0.38		0.3		0.0588596
0.38		0.4		0.0490099
0.38		0.5		0.048762
0.38		0.6		0.0592784
0.38		0.7		0.0522554
0.38		0.8		0.0709854
0.4		0		0.127058
0.4		0.1		0.0693207
0.4		0.2		0.0493615
0.4		0.3		0.057257
0.4		0.4		0.0481397
0.4		0.5		0.0476075
0.4		0.6		0.0559012
0.4		0.7		0.0489286
0.4		0.8		0.0683781
0.42		0		0.128448
0.42		0.1		0.065311
0.42		0.2		0.0480561
0.42		0.3		0.0543866
0.42		0.4		0.0453064
0.42		0.5		0.0450381
0.42		0.6		0.0546906
0.42		0.7		0.0467698
0.42		0.8		0.0658178
0.44		0		0.122232
0.44		0.1		0.0625444
0.44		0.2		0.0454042
0.44		0.3		0.0516869
0.44		0.4		0.0430479
0.44		0.5		0.0428152
0.44		0.6		0.0518943
0.44		0.7		0.0460845
0.44		0.8		0.0624116
