0.02		0		0.42104
0.02		0.0666667		0.248349
0.02		0.133333		0.535299
0.02		0.2		0.450714
0.02		0.266667		0.209939
0.02		0.333333		0.41212
0.02		0.4		0.583092
0.02		0.466667		0.376762
0.02		0.533333		0.304258
0.02		0.6		0.424789
0.02		0.666667		0.198007
0.02		0.733333		0.616734
0.02		0.8		0.457092
0.02		0.866667		0.34281
0.02		0.933333		0.327559
0.04		0		0.404115
0.04		0.0666667		0.242544
0.04		0.133333		0.292001
0.04		0.2		0.514441
0.04		0.266667		0.320595
0.04		0.333333		0.388731
0.04		0.4		0.31806
0.04		0.466667		0.395183
0.04		0.533333		0.447882
0.04		0.6		0.341259
0.04		0.666667		0.443417
0.04		0.733333		0.525682
0.04		0.8		0.553393
0.04		0.866667		0.556209
0.04		0.933333		0.363475
0.06		0		0.399346
0.06		0.0666667		0.252474
0.06		0.133333		0.392808
0.06		0.2		0.551675
0.06		0.266667		0.535972
0.06		0.333333		0.454328
0.06		0.4		0.324766
0.06		0.466667		0.324238
0.06		0.533333		0.500536
0.06		0.6		0.356929
0.06		0.666667		0.408541
0.06		0.733333		0.545395
0.06		0.8		0.401416
0.06		0.866667		0.492603
0.06		0.933333		0.525804
0.08		0		0.404972
0.08		0.0666667		0.297551
0.08		0.133333		0.3935
0.08		0.2		0.526504
0.08		0.266667		0.649842
0.08		0.333333		0.552125
0.08		0.4		0.455606
0.08		0.466667		0.478786
0.08		0.533333		0.449618
0.08		0.6		0.284749
0.08		0.666667		0.54664
0.08		0.733333		0.236397
0.08		0.8		0.379341
0.08		0.866667		0.525542
0.08		0.933333		0.339595
0.1		0		0.417709
0.1		0.0666667		0.344516
0.1		0.133333		0.376022
0.1		0.2		0.488714
0.1		0.266667		0.491817
0.1		0.333333		0.206061
0.1		0.4		0.383791
0.1		0.466667		0.600818
0.1		0.533333		0.30226
0.1		0.6		0.38664
0.1		0.666667		0.525475
0.1		0.733333		0.443355
0.1		0.8		0.336514
0.1		0.866667		0.455717
0.1		0.933333		0.433747
0.12		0		0.435616
0.12		0.0666667		0.326211
