0.02		0		0.999774
0.02		0.1		0.999462
0.02		0.2		0.999716
0.02		0.3		0.998641
0.02		0.4		0.999501
0.02		0.5		0.999534
0.02		0.6		0.998649
0.02		0.7		0.999715
0.02		0.8		0.999426
0.04		0		0.999075
0.04		0.1		0.997828
0.04		0.2		0.998873
0.04		0.3		0.994864
0.04		0.4		0.998013
0.04		0.5		0.99818
0.04		0.6		0.994855
0.04		0.7		0.998838
0.04		0.8		0.997826
0.06		0		0.997951
0.06		0.1		0.995409
0.06		0.2		0.997376
0.06		0.3		0.989709
0.06		0.4		0.995197
0.06		0.5		0.995697
0.06		0.6		0.989726
0.06		0.7		0.997245
0.06		0.8		0.995291
0.08		0		0.996233
0.08		0.1		0.99189
0.08		0.2		0.99503
0.08		0.3		0.983811
0.08		0.4		0.991762
0.08		0.5		0.99254
0.08		0.6		0.98176
0.08		0.7		0.995017
0.08		0.8		0.991785
0.1		0		0.993968
0.1		0.1		0.987651
0.1		0.2		0.992049
0.1		0.3		0.976542
0.1		0.4		0.986289
0.1		0.5		0.98787
0.1		0.6		0.973796
0.1		0.7		0.991692
0.1		0.8		0.987031
0.12		0		0.99125
0.12		0.1		0.982675
0.12		0.2		0.987174
0.12		0.3		0.96661
0.12		0.4		0.97886
0.12		0.5		0.982582
0.12		0.6		0.963137
0.12		0.7		0.987423
0.12		0.8		0.982121
0.14		0		0.987761
0.14		0.1		0.975406
0.14		0.2		0.981088
0.14		0.3		0.953498
0.14		0.4		0.97119
0.14		0.5		0.974853
0.14		0.6		0.95095
0.14		0.7		0.981101
0.14		0.8		0.974877
0.16		0		0.983366
0.16		0.1		0.966225
0.16		0.2		0.971867
0.16		0.3		0.9381
0.16		0.4		0.957462
0.16		0.5		0.964645
0.16		0.6		0.933586
0.16		0.7		0.971698
0.16		0.8		0.96572
0.18		0		0.977926
0.18		0.1		0.954648
0.18		0.2		0.959674
0.18		0.3		0.913082
0.18		0.4		0.943997
0.18		0.5		0.951062
0.18		0.6		0.908143
0.18		0.7		0.960404
0.18		0.8		0.952646
0.2		0		0.971718
0.2		0.1		0.938538
