-2	0
-1.99	0
-1.98	0
-1.97	0
-1.96	0
-1.95	0
-1.94	0
-1.93	0
-1.92	0
-1.91	0
-1.9	0
-1.89	0
-1.88	0
-1.87	0
-1.86	0
-1.85	0
-1.84	0
-1.83	0
-1.82	0
-1.81	0
-1.8	0
-1.79	0
-1.78	0
-1.77	0
-1.76	0
-1.75	0
-1.74	0
-1.73	0
-1.72	0
-1.71	0
-1.7	0
-1.69	0
-1.68	0
-1.67	0
-1.66	0
-1.65	0
-1.64	0
-1.63	0
-1.62	0
-1.61	0
-1.6	0
-1.59	0
-1.58	0
-1.57	0
-1.56	0
-1.55	0
-1.54	0
-1.53	0
-1.52	0
-1.51	0
-1.5	0
-1.49	0
-1.48	0
-1.47	0
-1.46	0
-1.45	0
-1.44	0
-1.43	0
-1.42	0
-1.41	0
-1.4	0
-1.39	0
-1.38	0
-1.37	0
-1.36	0
-1.35	0
-1.34	0
-1.33	0
-1.32	0
-1.31	0
-1.3	0
-1.29	0
-1.28	0
-1.27	0
-1.26	0
-1.25	0
-1.24	0
-1.23	0
-1.22	0
-1.21	0
-1.2	0
-1.19	0
-1.18	0
-1.17	0
-1.16	0
-1.15	0
-1.14	0
-1.13	0
-1.12	0
-1.11	0
-1.1	0
-1.09	0
-1.08	0
-1.07	0
-1.06	0
-1.05	0
-1.04	0
-1.03	0
-1.02	0
-1.01	0
-1	0
-0.99	0
-0.98	0
-0.97	0
-0.96	0
-0.95	0
-0.94	0
-0.93	0
-0.92	0
-0.91	0
-0.9	0.045
-0.89	0.055
-0.88	0.09
-0.87	0.235
-0.86	0.27
-0.85	0.315
-0.84	0.37
-0.83	0.455
-0.82	0.48
-0.81	0.56
-0.8	0.5
-0.79	0.6
-0.78	0.57
-0.77	0.575
-0.76	0.68
-0.75	0.69
-0.74	0.7
-0.73	0.855
-0.72	0.985
-0.71	0.91
-0.7	1.155
-0.69	1.125
-0.68	1.215
-0.67	1.195
-0.66	1.46
-0.65	1.45
-0.64	1.6
-0.63	2.035
-0.62	1.97
-0.61	1.98
-0.6	2.34
-0.59	2.36
-0.58	2.505
-0.57	2.4
-0.56	2.77
-0.55	2.81
-0.54	3.025
-0.53	3.095
-0.52	3.405
-0.51	3.605
-0.5	3.525
-0.49	3.855
-0.48	4.075
-0.47	4.335
-0.46	4.51
-0.45	4.55
-0.44	4.835
-0.43	5.285
-0.42	5.34
-0.41	5.52
-0.4	6.01
-0.39	6.235
-0.38	6.5
-0.37	6.58
-0.36	7.035
-0.35	7.035
-0.34	7.255
-0.33	7.455
-0.32	7.93
-0.31	8.01
-0.3	8.4
-0.29	8.42
-0.28	8.69
-0.27	8.805
-0.26	8.925
-0.25	9.88
-0.24	9.78
-0.23	9.88
-0.22	10.215
-0.21	10.51
-0.2	10.715
-0.19	11.355
