-0.1	7
-0.099	4
-0.098	3
-0.097	0
-0.096	6
-0.095	2
-0.094	4
-0.093	6
-0.092	5
-0.091	4
-0.09	4
-0.089	2
-0.088	5
-0.087	2
-0.086	4
-0.085	2
-0.084	8
-0.083	2
-0.082	4
-0.081	2
-0.08	5
-0.079	4
-0.078	3
-0.077	11
-0.076	7
-0.075	3
-0.074	4
-0.073	11
-0.072	5
-0.071	7
-0.07	3
-0.069	9
-0.068	8
-0.067	7
-0.066	6
-0.065	7
-0.064	10
-0.063	7
-0.062	13
-0.061	4
-0.06	2
-0.059	13
-0.058	9
-0.057	13
-0.056	16
-0.055	11
-0.054	11
-0.053	6
-0.052	8
-0.051	16
-0.05	15
-0.049	13
-0.048	18
-0.047	8
-0.046	15
-0.045	13
-0.044	19
-0.043	16
-0.042	26
-0.041	25
-0.04	21
-0.039	22
-0.038	20
-0.037	22
-0.036	16
-0.035	21
-0.034	17
-0.033	19
-0.032	29
-0.031	20
-0.03	23
-0.029	19
-0.028	17
-0.027	27
-0.026	19
-0.025	32
-0.024	28
-0.023	31
-0.022	27
-0.021	30
-0.02	37
-0.019	27
-0.018	34
-0.017	31
-0.016	40
-0.015	31
-0.014	37
-0.013	44
-0.012	38
-0.011	32
-0.01	35
-0.009	40
-0.008	31
-0.007	34
-0.006	45
-0.005	32
-0.004	46
-0.003	34
-0.002	41
-0.001	43
0	56
0.001	40
0.002	39
0.003	49
0.004	43
0.005	55
0.006	45
0.007	44
0.008	41
0.009	49
0.01	56
0.011	48
0.012	48
0.013	42
0.014	48
0.015	37
0.016	40
0.017	51
0.018	40
0.019	45
0.02	37
0.021	55
0.022	38
0.023	39
0.024	45
0.025	39
0.026	40
0.027	40
0.028	38
0.029	38
0.03	18
0.031	25
0.032	35
0.033	37
0.034	38
0.035	33
0.036	39
0.037	27
0.038	26
0.039	31
0.04	30
0.041	29
0.042	26
0.043	22
0.044	32
0.045	20
0.046	22
0.047	12
0.048	27
0.049	21
0.05	9
0.051	17
0.052	22
0.053	8
0.054	12
0.055	16
0.056	14
0.057	13
0.058	15
0.059	11
0.06	9
0.061	10
0.062	9
0.063	9
0.064	8
0.065	5
0.066	12
0.067	11
0.068	9
0.069	7
0.07	6
0.071	6
0.072	3
0.073	13
0.074	5
0.075	4
0.076	5
0.077	7
0.078	8
0.079	3
0.08	3
0.081	5
0.082	2
0.083	3
0.084	3
0.085	3
0.086	5
0.087	2
0.088	1
0.089	7
0.09	3
0.091	2
0.092	2
0.093	3
0.094	1
0.095	2
0.096	1
0.097	4
0.098	0
0.099	1
0.1	0
